Date,Category,Amount,Type
2022-05-09,Rent,1075.91,Expense
2022-05-09,Food & Drink,544.24,Expense
2022-05-11,Food & Drink,1748.5,Expense
2022-05-13,Investment,4427.0,Income
2022-05-13,Health & Fitness,613.34,Expense
2022-05-14,Entertainment,1874.95,Expense
2022-05-19,Rent,1496.29,Expense
2022-05-19,Entertainment,1394.3,Expense
2022-05-20,Shopping,1831.1,Expense
2022-05-20,Travel,767.52,Expense
2022-05-22,Health & Fitness,623.76,Expense
2022-05-23,Salary,2812.05,Income
2022-05-24,Salary,4576.92,Income
2022-05-24,Entertainment,747.7,Expense
2022-05-25,Entertainment,1485.09,Expense
2022-05-27,Other,2918.0,Income
2022-05-28,Other,2384.0,Income
2022-05-29,Entertainment,1003.61,Expense
2022-05-29,Health & Fitness,522.08,Expense
2022-05-30,Salary,2781.1499999999996,Income
2022-05-30,Health & Fitness,346.84,Expense
2022-05-31,Salary,1128.78,Income
2022-06-01,Food & Drink,1052.65,Expense
2022-06-01,Rent,1890.92,Expense
2022-06-04,Food & Drink,830.66,Expense
2022-06-04,Entertainment,145.26,Expense
2022-06-06,Investment,4642.0,Income
2022-06-07,Food & Drink,1239.49,Expense
2022-06-07,Salary,3965.94,Income
2022-06-11,Other,597.0,Income
2022-06-11,Other,4888.0,Income
2022-06-12,Food & Drink,1009.41,Expense
2022-06-12,Shopping,1614.27,Expense
2022-06-12,Rent,1836.92,Expense
2022-06-13,Entertainment,391.94,Expense
2022-06-17,Health & Fitness,541.98,Expense
2022-06-17,Health & Fitness,1919.0,Expense
2022-06-18,Entertainment,1980.56,Expense
2022-06-19,Rent,1310.93,Expense
2022-06-20,Food & Drink,196.07,Expense
2022-06-21,Salary,365.01,Income
2022-06-21,Investment,1177.0,Income
2022-06-23,Shopping,1293.37,Expense
2022-06-23,Rent,1790.63,Expense
2022-06-25,Entertainment,430.72,Expense
2022-06-25,Salary,1648.44,Income
2022-06-26,Travel,1799.63,Expense
2022-06-26,Food & Drink,366.92,Expense
2022-06-30,Food & Drink,1923.32,Expense
2022-07-01,Shopping,1858.46,Expense
2022-07-02,Entertainment,1137.72,Expense
2022-07-04,Health & Fitness,773.85,Expense
2022-07-04,Rent,1006.58,Expense
2022-07-04,Food & Drink,204.39,Expense
2022-07-05,Rent,687.78,Expense
2022-07-06,Shopping,1938.15,Expense
2022-07-13,Travel,1569.26,Expense
2022-07-17,Entertainment,718.06,Expense
2022-07-17,Shopping,379.62,Expense
2022-07-17,Shopping,180.53,Expense
2022-07-18,Entertainment,1429.09,Expense
2022-07-18,Investment,3612.0,Income
2022-07-19,Utilities,1481.91,Expense
2022-07-20,Rent,192.13,Expense
2022-07-22,Salary,2178.7200000000003,Income
2022-07-25,Utilities,183.72,Expense
2022-07-27,Shopping,215.55,Expense
2022-07-27,Investment,3157.0,Income
2022-07-27,Food & Drink,590.78,Expense
2022-07-27,Rent,1452.44,Expense
2022-07-28,Entertainment,1148.2,Expense
2022-07-28,Other,1888.0,Income
2022-07-29,Other,2698.0,Income
2022-07-30,Rent,342.74,Expense
2022-07-31,Travel,973.62,Expense
2022-08-02,Other,2520.0,Income
2022-08-02,Salary,3575.01,Income
2022-08-03,Investment,1609.0,Income
2022-08-04,Shopping,671.11,Expense
2022-08-06,Health & Fitness,886.04,Expense
2022-08-07,Utilities,607.87,Expense
2022-08-12,Entertainment,963.23,Expense
2022-08-13,Other,3114.0,Income
2022-08-15,Salary,5807.549999999999,Income
2022-08-15,Health & Fitness,758.35,Expense
2022-08-16,Shopping,736.38,Expense
2022-08-16,Entertainment,1188.53,Expense
2022-08-17,Food & Drink,1906.48,Expense
2022-08-18,Entertainment,882.53,Expense
2022-08-19,Rent,1639.74,Expense
2022-08-21,Shopping,1349.23,Expense
2022-08-21,Other,2482.0,Income
2022-08-22,Utilities,1433.32,Expense
2022-08-22,Rent,903.64,Expense
2022-08-23,Shopping,1073.39,Expense
2022-08-24,Shopping,1091.85,Expense
2022-08-26,Health & Fitness,1406.25,Expense
2022-08-26,Rent,227.65,Expense
2022-08-28,Health & Fitness,341.01,Expense
2022-08-29,Shopping,1933.95,Expense
2022-08-30,Shopping,220.83,Expense
2022-08-31,Investment,4683.0,Income
2022-08-31,Entertainment,897.1,Expense
2022-09-01,Utilities,696.49,Expense
2022-09-02,Investment,2920.0,Income
2022-09-03,Rent,240.98,Expense
2022-09-03,Utilities,703.17,Expense
2022-09-03,Entertainment,1047.02,Expense
2022-09-04,Rent,881.95,Expense
2022-09-04,Health & Fitness,143.68,Expense
2022-09-05,Investment,685.0,Income
2022-09-06,Rent,1357.51,Expense
2022-09-07,Investment,4727.0,Income
2022-09-08,Investment,3211.0,Income
2022-09-10,Salary,1414.17,Income
2022-09-11,Utilities,380.91,Expense
2022-09-11,Shopping,68.09,Expense
2022-09-12,Entertainment,904.65,Expense
2022-09-14,Food & Drink,1412.42,Expense
2022-09-15,Rent,1158.92,Expense
2022-09-15,Utilities,737.93,Expense
2022-09-17,Investment,2649.0,Income
2022-09-18,Salary,3180.4500000000003,Income
2022-09-19,Shopping,1226.5,Expense
2022-09-19,Health & Fitness,710.45,Expense
2022-09-21,Utilities,1629.34,Expense
2022-09-23,Travel,1838.18,Expense
2022-09-26,Utilities,633.24,Expense
2022-09-26,Rent,374.26,Expense
2022-09-28,Shopping,842.3,Expense
2022-09-29,Other,3965.0,Income
2022-09-29,Investment,1866.0,Income
2022-09-30,Utilities,382.33,Expense
2022-10-01,Food & Drink,1732.39,Expense
2022-10-02,Salary,845.0999999999999,Income
2022-10-03,Salary,2472.54,Income
2022-10-04,Salary,2947.5299999999997,Income
2022-10-04,Investment,2306.0,Income
2022-10-05,Travel,457.44,Expense
2022-10-08,Salary,3406.92,Income
2022-10-10,Salary,3311.88,Income
2022-10-12,Investment,2694.0,Income
2022-10-12,Health & Fitness,1088.67,Expense
2022-10-13,Salary,3291.7200000000003,Income
2022-10-19,Rent,1474.62,Expense
2022-10-19,Entertainment,602.44,Expense
2022-10-20,Salary,1599.0,Income
2022-10-21,Rent,883.75,Expense
2022-10-22,Entertainment,427.66,Expense
2022-10-23,Health & Fitness,1723.49,Expense
2022-10-25,Shopping,340.3,Expense
2022-10-28,Investment,2195.0,Income
2022-10-30,Health & Fitness,1069.24,Expense
2022-10-31,Utilities,654.07,Expense
2022-11-03,Travel,1149.74,Expense
2022-11-04,Rent,279.82,Expense
2022-11-05,Shopping,1838.35,Expense
2022-11-07,Utilities,1405.84,Expense
2022-11-07,Investment,3138.0,Income
2022-11-09,Shopping,984.02,Expense
2022-11-10,Travel,1259.35,Expense
2022-11-13,Rent,1270.92,Expense
2022-11-14,Rent,811.67,Expense
2022-11-14,Health & Fitness,914.84,Expense
2022-11-15,Food & Drink,1739.13,Expense
2022-11-17,Rent,1464.55,Expense
2022-11-17,Health & Fitness,1701.71,Expense
2022-11-18,Shopping,443.48,Expense
2022-11-19,Entertainment,994.48,Expense
2022-11-21,Travel,682.13,Expense
2022-11-22,Salary,4736.16,Income
2022-11-26,Food & Drink,101.43,Expense
2022-11-26,Salary,127.2,Income
2022-11-28,Utilities,888.16,Expense
2022-11-28,Other,2157.0,Income
2022-12-01,Utilities,1765.47,Expense
2022-12-03,Travel,195.75,Expense
2022-12-04,Rent,749.97,Expense
2022-12-05,Utilities,113.06,Expense
2022-12-05,Entertainment,864.17,Expense
2022-12-07,Investment,508.0,Income
2022-12-12,Rent,274.07,Expense
2022-12-13,Salary,85.44,Income
2022-12-15,Rent,1976.43,Expense
2022-12-16,Utilities,960.62,Expense
2022-12-18,Rent,1464.22,Expense
2022-12-22,Other,3511.0,Income
2022-12-28,Utilities,771.61,Expense
2022-12-30,Utilities,1286.74,Expense
2022-12-31,Rent,1065.71,Expense
2023-01-03,Investment,4105.0,Income
2023-01-04,Entertainment,1259.88,Expense
2023-01-04,Other,4124.0,Income
2023-01-06,Rent,1794.22,Expense
2023-01-09,Investment,3645.0,Income
2023-01-10,Shopping,635.86,Expense
2023-01-11,Other,1190.0,Income
2023-01-13,Travel,1560.15,Expense
2023-01-15,Travel,418.84,Expense
2023-01-16,Entertainment,1498.21,Expense
2023-01-17,Food & Drink,1569.77,Expense
2023-01-18,Entertainment,994.83,Expense
2023-01-19,Other,1081.0,Income
2023-01-19,Food & Drink,1973.9,Expense
2023-01-19,Utilities,779.81,Expense
2023-01-19,Shopping,737.17,Expense
2023-01-19,Salary,5728.08,Income
2023-01-20,Food & Drink,1178.85,Expense
2023-01-21,Investment,826.0,Income
2023-01-21,Shopping,1018.16,Expense
2023-01-22,Shopping,852.91,Expense
2023-01-23,Utilities,562.16,Expense
2023-01-23,Entertainment,1948.88,Expense
2023-01-23,Other,3700.0,Income
2023-01-24,Rent,627.24,Expense
2023-01-24,Entertainment,125.23,Expense
2023-01-24,Other,1450.0,Income
2023-01-24,Food & Drink,625.49,Expense
2023-01-24,Utilities,247.69,Expense
2023-01-24,Food & Drink,336.03,Expense
2023-01-25,Travel,342.26,Expense
2023-01-26,Other,1467.0,Income
2023-01-27,Food & Drink,676.67,Expense
2023-01-27,Rent,533.27,Expense
2023-01-28,Rent,997.33,Expense
2023-01-29,Food & Drink,1004.22,Expense
2023-01-29,Health & Fitness,323.05,Expense
2023-01-30,Rent,464.52,Expense
2023-01-31,Food & Drink,1718.79,Expense
2023-01-31,Investment,4364.0,Income
2023-02-01,Utilities,366.13,Expense
2023-02-02,Food & Drink,1110.2,Expense
2023-02-03,Shopping,456.79,Expense
2023-02-06,Health & Fitness,549.8,Expense
2023-02-07,Other,1478.0,Income
2023-02-07,Food & Drink,366.9,Expense
2023-02-08,Food & Drink,1908.62,Expense
2023-02-08,Other,2812.0,Income
2023-02-09,Travel,661.33,Expense
2023-02-12,Food & Drink,744.15,Expense
2023-02-13,Travel,1481.76,Expense
2023-02-15,Health & Fitness,1187.46,Expense
2023-02-16,Entertainment,1467.6,Expense
2023-02-18,Entertainment,309.63,Expense
2023-02-20,Food & Drink,473.67,Expense
2023-02-20,Food & Drink,1902.47,Expense
2023-02-22,Other,3019.0,Income
2023-02-22,Investment,3939.0,Income
2023-02-24,Food & Drink,1945.39,Expense
2023-02-26,Other,1262.0,Income
2023-02-26,Investment,4757.0,Income
2023-02-26,Health & Fitness,922.33,Expense
2023-02-28,Rent,1015.8,Expense
2023-03-03,Shopping,158.91,Expense
2023-03-03,Shopping,1328.26,Expense
2023-03-05,Other,2638.0,Income
2023-03-05,Shopping,1404.44,Expense
2023-03-05,Health & Fitness,910.99,Expense
2023-03-07,Entertainment,280.86,Expense
2023-03-08,Rent,319.27,Expense
2023-03-08,Other,3072.0,Income
2023-03-08,Health & Fitness,1929.62,Expense
2023-03-08,Travel,932.06,Expense
2023-03-10,Rent,323.65,Expense
2023-03-10,Food & Drink,437.89,Expense
2023-03-12,Utilities,191.51,Expense
2023-03-13,Health & Fitness,798.53,Expense
2023-03-13,Other,2631.0,Income
2023-03-13,Utilities,71.85,Expense
2023-03-15,Salary,3349.0499999999997,Income
2023-03-15,Rent,929.47,Expense
2023-03-16,Utilities,251.69,Expense
2023-03-16,Investment,1570.0,Income
2023-03-18,Other,3549.0,Income
2023-03-18,Rent,1168.82,Expense
2023-03-21,Rent,53.38,Expense
2023-03-22,Other,1555.0,Income
2023-03-23,Other,1503.0,Income
2023-03-23,Other,914.0,Income
2023-03-23,Other,3735.0,Income
2023-03-24,Shopping,1369.59,Expense
2023-03-27,Investment,2033.0,Income
2023-03-29,Salary,5304.03,Income
2023-03-30,Investment,2917.0,Income
2023-03-31,Salary,394.0499999999999,Income
2023-03-31,Utilities,844.28,Expense
2023-04-01,Entertainment,1265.2,Expense
2023-04-01,Food & Drink,1978.91,Expense
2023-04-04,Health & Fitness,964.57,Expense
2023-04-07,Health & Fitness,1826.23,Expense
2023-04-08,Shopping,548.17,Expense
2023-04-09,Investment,740.0,Income
2023-04-10,Travel,126.6,Expense
2023-04-10,Health & Fitness,1536.02,Expense
2023-04-13,Utilities,209.27,Expense
2023-04-15,Travel,1072.04,Expense
2023-04-16,Food & Drink,1530.46,Expense
2023-04-20,Shopping,716.06,Expense
2023-04-20,Utilities,360.44,Expense
2023-04-21,Health & Fitness,1828.82,Expense
2023-04-22,Other,1664.0,Income
2023-04-22,Entertainment,1675.03,Expense
2023-04-23,Salary,3266.49,Income
2023-04-24,Investment,1239.0,Income
2023-04-25,Investment,663.0,Income
2023-05-02,Food & Drink,670.15,Expense
2023-05-02,Utilities,688.11,Expense
2023-05-03,Other,987.0,Income
2023-05-05,Investment,1408.0,Income
2023-05-05,Health & Fitness,1921.51,Expense
2023-05-05,Shopping,1176.17,Expense
2023-05-07,Health & Fitness,281.54,Expense
2023-05-12,Other,4491.0,Income
2023-05-14,Utilities,1417.29,Expense
2023-05-14,Health & Fitness,454.24,Expense
2023-05-14,Utilities,762.98,Expense
2023-05-15,Travel,263.42,Expense
2023-05-15,Shopping,1703.01,Expense
2023-05-16,Food & Drink,372.34,Expense
2023-05-17,Entertainment,1282.9,Expense
2023-05-18,Other,1652.0,Income
2023-05-19,Rent,483.61,Expense
2023-05-20,Utilities,1276.01,Expense
2023-05-20,Health & Fitness,898.79,Expense
2023-05-20,Entertainment,1389.42,Expense
2023-05-22,Rent,1443.62,Expense
2023-05-22,Other,3937.0,Income
2023-05-22,Shopping,991.23,Expense
2023-05-25,Shopping,211.84,Expense
2023-05-28,Entertainment,333.69,Expense
2023-05-29,Investment,2915.0,Income
2023-05-29,Other,1357.0,Income
2023-05-30,Investment,3575.0,Income
2023-06-02,Investment,4981.0,Income
2023-06-03,Rent,682.52,Expense
2023-06-04,Salary,4235.88,Income
2023-06-05,Utilities,1218.56,Expense
2023-06-08,Food & Drink,211.5,Expense
2023-06-08,Entertainment,824.47,Expense
2023-06-09,Travel,1324.59,Expense
2023-06-09,Rent,108.77,Expense
2023-06-10,Salary,946.92,Income
2023-06-10,Shopping,184.38,Expense
2023-06-13,Salary,1222.0500000000002,Income
2023-06-15,Investment,2890.0,Income
2023-06-16,Salary,5067.299999999999,Income
2023-06-16,Shopping,947.18,Expense
2023-06-17,Travel,191.36,Expense
2023-06-17,Utilities,748.33,Expense
2023-06-19,Utilities,897.09,Expense
2023-06-21,Salary,1602.5099999999998,Income
2023-06-22,Food & Drink,310.75,Expense
2023-06-22,Rent,180.56,Expense
2023-06-23,Shopping,1941.7,Expense
2023-06-25,Food & Drink,1683.19,Expense
2023-06-25,Shopping,1931.6,Expense
2023-06-25,Salary,3449.1000000000004,Income
2023-06-26,Travel,167.12,Expense
2023-06-30,Food & Drink,1009.18,Expense
2023-07-01,Utilities,249.36,Expense
2023-07-02,Utilities,1898.63,Expense
2023-07-05,Investment,2078.0,Income
2023-07-05,Other,1141.0,Income
2023-07-06,Shopping,411.82,Expense
2023-07-07,Utilities,1669.88,Expense
2023-07-07,Rent,183.18,Expense
2023-07-10,Health & Fitness,1714.68,Expense
2023-07-10,Food & Drink,1575.24,Expense
2023-07-10,Shopping,233.91,Expense
2023-07-10,Investment,1365.0,Income
2023-07-11,Rent,1573.63,Expense
2023-07-13,Health & Fitness,1757.01,Expense
2023-07-15,Salary,3444.99,Income
2023-07-15,Utilities,558.07,Expense
2023-07-15,Other,817.0,Income
2023-07-15,Health & Fitness,1384.12,Expense
2023-07-15,Other,2700.0,Income
2023-07-16,Food & Drink,682.35,Expense
2023-07-17,Travel,567.89,Expense
2023-07-18,Rent,1945.27,Expense
2023-07-19,Travel,1948.7,Expense
2023-07-19,Health & Fitness,546.15,Expense
2023-07-20,Rent,383.99,Expense
2023-07-21,Shopping,1484.48,Expense
2023-07-23,Health & Fitness,1643.82,Expense
2023-07-25,Utilities,140.58,Expense
2023-07-26,Shopping,279.94,Expense
2023-07-27,Food & Drink,355.74,Expense
2023-07-27,Entertainment,1675.58,Expense
2023-07-30,Salary,331.83,Income
2023-08-01,Entertainment,555.22,Expense
2023-08-04,Shopping,1274.47,Expense
2023-08-05,Investment,2481.0,Income
2023-08-07,Salary,1090.17,Income
2023-08-07,Health & Fitness,695.06,Expense
2023-08-09,Travel,1500.43,Expense
2023-08-09,Travel,64.63,Expense
2023-08-10,Investment,2313.0,Income
2023-08-10,Entertainment,545.48,Expense
2023-08-11,Food & Drink,1730.61,Expense
2023-08-16,Food & Drink,953.45,Expense
2023-08-17,Investment,569.0,Income
2023-08-17,Travel,1428.35,Expense
2023-08-21,Travel,853.38,Expense
2023-08-22,Health & Fitness,923.41,Expense
2023-08-23,Travel,1357.62,Expense
2023-08-25,Shopping,1173.13,Expense
2023-08-27,Other,2815.0,Income
2023-08-30,Rent,968.66,Expense
2023-08-30,Travel,1284.78,Expense
2023-08-30,Travel,1315.68,Expense
2023-08-30,Travel,384.84,Expense
2023-09-01,Entertainment,1800.38,Expense
2023-09-01,Shopping,1324.46,Expense
2023-09-03,Food & Drink,1314.25,Expense
2023-09-04,Travel,1814.75,Expense
2023-09-04,Food & Drink,1170.22,Expense
2023-09-04,Entertainment,692.9,Expense
2023-09-07,Salary,5441.97,Income
2023-09-10,Travel,1692.38,Expense
2023-09-11,Utilities,594.63,Expense
2023-09-11,Travel,1453.12,Expense
2023-09-12,Utilities,1894.38,Expense
2023-09-12,Rent,452.28,Expense
2023-09-13,Travel,846.74,Expense
2023-09-14,Health & Fitness,528.51,Expense
2023-09-14,Rent,946.37,Expense
2023-09-14,Rent,949.72,Expense
2023-09-15,Investment,3626.0,Income
2023-09-15,Shopping,117.58,Expense
2023-09-16,Utilities,1984.77,Expense
2023-09-16,Salary,885.06,Income
2023-09-21,Utilities,1560.09,Expense
2023-09-21,Utilities,633.69,Expense
2023-09-23,Other,2740.0,Income
2023-09-24,Utilities,1156.8,Expense
2023-09-28,Investment,1560.0,Income
2023-09-29,Shopping,812.75,Expense
2023-10-03,Shopping,19.29,Expense
2023-10-04,Health & Fitness,1900.64,Expense
2023-10-04,Entertainment,45.65,Expense
2023-10-05,Investment,2353.0,Income
2023-10-06,Health & Fitness,631.06,Expense
2023-10-08,Other,1868.0,Income
2023-10-08,Investment,2942.0,Income
2023-10-08,Salary,4375.17,Income
2023-10-09,Health & Fitness,872.99,Expense
2023-10-09,Utilities,692.04,Expense
2023-10-11,Health & Fitness,1502.73,Expense
2023-10-13,Other,656.0,Income
2023-10-14,Utilities,430.27,Expense
2023-10-14,Investment,1508.0,Income
2023-10-15,Food & Drink,756.63,Expense
2023-10-15,Food & Drink,1191.91,Expense
2023-10-16,Investment,661.0,Income
2023-10-17,Investment,3914.0,Income
2023-10-17,Rent,1099.09,Expense
2023-10-27,Utilities,418.93,Expense
2023-10-27,Food & Drink,609.22,Expense
2023-10-29,Travel,1249.37,Expense
2023-10-30,Shopping,1663.0,Expense
2023-10-30,Investment,2815.0,Income
2023-11-04,Investment,4577.0,Income
2023-11-05,Investment,2654.0,Income
2023-11-08,Entertainment,722.26,Expense
2023-11-08,Utilities,88.42,Expense
2023-11-08,Entertainment,1379.53,Expense
2023-11-09,Entertainment,15.45,Expense
2023-11-09,Rent,1672.11,Expense
2023-11-11,Utilities,1899.4,Expense
2023-11-11,Rent,1449.89,Expense
2023-11-13,Other,2393.0,Income
2023-11-14,Travel,535.61,Expense
2023-11-14,Investment,823.0,Income
2023-11-15,Health & Fitness,1605.18,Expense
2023-11-17,Rent,199.05,Expense
2023-11-18,Food & Drink,29.25,Expense
2023-11-21,Investment,3192.0,Income
2023-11-21,Salary,5731.89,Income
2023-11-22,Rent,751.52,Expense
2023-11-23,Rent,807.55,Expense
2023-11-23,Travel,1673.06,Expense
2023-11-26,Salary,4805.4,Income
2023-11-26,Utilities,234.98,Expense
2023-11-26,Food & Drink,1963.32,Expense
2023-11-26,Rent,837.9,Expense
2023-11-27,Salary,1112.13,Income
2023-11-27,Health & Fitness,1226.6,Expense
2023-11-28,Utilities,971.33,Expense
2023-11-28,Shopping,886.97,Expense
2023-11-29,Other,601.0,Income
2023-12-05,Entertainment,1956.01,Expense
2023-12-05,Health & Fitness,1043.01,Expense
2023-12-06,Rent,871.37,Expense
2023-12-08,Salary,2094.12,Income
2023-12-09,Shopping,305.82,Expense
2023-12-09,Food & Drink,33.17,Expense
2023-12-10,Salary,5115.66,Income
2023-12-11,Rent,1505.35,Expense
2023-12-13,Health & Fitness,1940.59,Expense
2023-12-14,Investment,3601.0,Income
2023-12-14,Entertainment,166.87,Expense
2023-12-18,Salary,555.48,Income
2023-12-20,Health & Fitness,246.23,Expense
2023-12-21,Food & Drink,214.26,Expense
2023-12-22,Food & Drink,1653.56,Expense
2023-12-23,Travel,1781.32,Expense
2023-12-25,Salary,5703.63,Income
2023-12-26,Food & Drink,1635.01,Expense
2023-12-27,Health & Fitness,1124.7,Expense
2023-12-29,Salary,4308.450000000001,Income
2023-12-29,Salary,710.73,Income
2023-12-29,Entertainment,14.37,Expense
2024-01-02,Travel,1099.9,Expense
2024-01-02,Rent,101.1,Expense
2024-01-04,Investment,3852.0,Income
2024-01-04,Investment,2036.0,Income
2024-01-07,Other,2266.0,Income
2024-01-09,Entertainment,1436.41,Expense
2024-01-09,Other,880.0,Income
2024-01-10,Rent,1546.57,Expense
2024-01-11,Utilities,1928.07,Expense
2024-01-11,Investment,4045.0,Income
2024-01-11,Salary,5548.5,Income
2024-01-12,Utilities,1386.72,Expense
2024-01-13,Investment,1348.0,Income
2024-01-14,Health & Fitness,1013.18,Expense
2024-01-15,Entertainment,554.46,Expense
2024-01-16,Travel,911.16,Expense
2024-01-16,Other,4696.0,Income
2024-01-16,Health & Fitness,1426.63,Expense
2024-01-17,Entertainment,409.77,Expense
2024-01-19,Travel,1376.36,Expense
2024-01-19,Utilities,1962.86,Expense
2024-01-19,Utilities,1012.75,Expense
2024-01-19,Health & Fitness,1423.6,Expense
2024-01-20,Salary,3509.34,Income
2024-01-22,Shopping,1351.74,Expense
2024-01-23,Travel,1756.18,Expense
2024-01-24,Food & Drink,1050.23,Expense
2024-01-25,Investment,934.0,Income
2024-01-26,Entertainment,541.29,Expense
2024-01-26,Travel,1369.95,Expense
2024-01-26,Investment,2917.0,Income
2024-01-27,Food & Drink,723.78,Expense
2024-01-28,Entertainment,1487.4,Expense
2024-01-30,Entertainment,1026.74,Expense
2024-02-01,Travel,1388.94,Expense
2024-02-06,Other,3674.0,Income
2024-02-07,Health & Fitness,1932.01,Expense
2024-02-07,Other,2163.0,Income
2024-02-10,Salary,4985.01,Income
2024-02-10,Health & Fitness,1512.66,Expense
2024-02-10,Entertainment,1554.53,Expense
2024-02-14,Travel,903.14,Expense
2024-02-14,Rent,382.08,Expense
2024-02-15,Investment,3590.0,Income
2024-02-16,Other,2664.0,Income
2024-02-17,Other,546.0,Income
2024-02-19,Utilities,89.48,Expense
2024-02-21,Food & Drink,1549.59,Expense
2024-02-21,Travel,986.2,Expense
2024-02-21,Health & Fitness,155.03,Expense
2024-02-22,Entertainment,1914.41,Expense
2024-02-23,Utilities,837.7,Expense
2024-02-23,Rent,705.31,Expense
2024-02-24,Health & Fitness,668.82,Expense
2024-02-24,Salary,5979.9,Income
2024-02-25,Food & Drink,238.3,Expense
2024-02-27,Entertainment,1809.95,Expense
2024-02-27,Entertainment,1918.2,Expense
2024-02-27,Health & Fitness,768.93,Expense
2024-02-28,Rent,777.89,Expense
2024-02-29,Travel,59.16,Expense
2024-03-02,Health & Fitness,1033.48,Expense
2024-03-03,Salary,291.78000000000003,Income
2024-03-05,Entertainment,647.42,Expense
2024-03-05,Investment,1871.0,Income
2024-03-06,Food & Drink,1257.6,Expense
2024-03-06,Entertainment,1731.25,Expense
2024-03-06,Rent,419.1,Expense
2024-03-07,Shopping,1296.66,Expense
2024-03-07,Utilities,57.27,Expense
2024-03-08,Food & Drink,184.17,Expense
2024-03-11,Other,1077.0,Income
2024-03-13,Entertainment,1822.86,Expense
2024-03-15,Salary,3792.39,Income
2024-03-16,Food & Drink,785.11,Expense
2024-03-18,Investment,1018.0,Income
2024-03-26,Food & Drink,1404.76,Expense
2024-03-27,Investment,2874.0,Income
2024-03-28,Travel,1217.07,Expense
2024-03-29,Salary,2307.0299999999997,Income
2024-03-30,Food & Drink,953.24,Expense
2024-03-30,Utilities,1496.04,Expense
2024-04-03,Travel,1920.67,Expense
2024-04-04,Other,591.0,Income
2024-04-06,Utilities,255.24,Expense
2024-04-07,Other,4900.0,Income
2024-04-08,Rent,616.34,Expense
2024-04-09,Health & Fitness,431.36,Expense
2024-04-09,Utilities,330.3,Expense
2024-04-10,Travel,396.71,Expense
2024-04-10,Investment,4996.0,Income
2024-04-11,Rent,588.4,Expense
2024-04-13,Investment,2117.0,Income
2024-04-16,Salary,5710.68,Income
2024-04-17,Entertainment,209.09,Expense
2024-04-17,Entertainment,642.39,Expense
2024-04-17,Travel,1389.98,Expense
2024-04-18,Other,3091.0,Income
2024-04-20,Utilities,19.62,Expense
2024-04-21,Entertainment,1427.28,Expense
2024-04-22,Travel,1681.82,Expense
2024-04-23,Other,4431.0,Income
2024-04-25,Health & Fitness,1551.79,Expense
2024-04-26,Rent,359.78,Expense
2024-04-26,Travel,1718.84,Expense
2024-04-30,Investment,2656.0,Income
2024-05-02,Rent,1457.58,Expense
2024-05-03,Food & Drink,1627.16,Expense
2024-05-04,Entertainment,1813.54,Expense
2024-05-04,Salary,3933.84,Income
2024-05-05,Other,2329.0,Income
2024-05-05,Travel,276.42,Expense
2024-05-14,Rent,799.6,Expense
2024-05-15,Entertainment,1697.48,Expense
2024-05-17,Utilities,1516.84,Expense
2024-05-20,Investment,1967.0,Income
2024-05-22,Utilities,1474.48,Expense
2024-05-23,Health & Fitness,90.44,Expense
2024-05-25,Entertainment,135.09,Expense
2024-05-26,Food & Drink,1340.49,Expense
2024-05-27,Health & Fitness,782.31,Expense
2024-05-27,Food & Drink,89.41,Expense
2024-05-31,Rent,1410.44,Expense
2024-06-01,Travel,1671.4,Expense
2024-06-02,Utilities,759.55,Expense
2024-06-02,Rent,1038.16,Expense
2024-06-03,Entertainment,1037.58,Expense
2024-06-04,Health & Fitness,978.85,Expense
2024-06-06,Food & Drink,1008.66,Expense
2024-06-07,Investment,2384.0,Income
2024-06-09,Other,2232.0,Income
2024-06-10,Investment,3467.0,Income
2024-06-12,Rent,1325.61,Expense
2024-06-13,Health & Fitness,1443.31,Expense
2024-06-13,Salary,2889.75,Income
2024-06-14,Shopping,54.67,Expense
2024-06-15,Investment,1603.0,Income
2024-06-16,Food & Drink,1782.69,Expense
2024-06-17,Investment,2615.0,Income
2024-06-21,Shopping,1202.72,Expense
2024-06-21,Food & Drink,1758.23,Expense
2024-06-22,Travel,1895.04,Expense
2024-06-23,Salary,5207.79,Income
2024-06-23,Other,1669.0,Income
2024-06-23,Utilities,1250.19,Expense
2024-06-23,Utilities,1451.13,Expense
2024-06-23,Salary,3591.2999999999997,Income
2024-07-01,Other,3657.0,Income
2024-07-05,Investment,2157.0,Income
2024-07-06,Shopping,1654.76,Expense
2024-07-07,Utilities,956.98,Expense
2024-07-07,Food & Drink,1756.73,Expense
2024-07-07,Rent,195.45,Expense
2024-07-07,Food & Drink,1794.97,Expense
2024-07-13,Shopping,1048.87,Expense
2024-07-13,Food & Drink,1398.31,Expense
2024-07-16,Salary,4743.66,Income
2024-07-20,Rent,856.72,Expense
2024-07-21,Entertainment,1821.07,Expense
2024-07-22,Other,2611.0,Income
2024-07-23,Investment,4780.0,Income
2024-07-23,Investment,3572.0,Income
2024-07-25,Health & Fitness,823.6,Expense
2024-07-26,Other,2577.0,Income
2024-07-26,Shopping,1133.69,Expense
2024-07-26,Shopping,1512.39,Expense
2024-07-26,Salary,1096.9499999999998,Income
2024-07-27,Salary,1545.06,Income
2024-07-27,Health & Fitness,1550.65,Expense
2024-07-27,Utilities,1711.45,Expense
2024-07-28,Entertainment,898.72,Expense
